@RELATION sentiment_analysis

@ATTRIBUTE cleaned_review STRING
@ATTRIBUTE sentiment {negative,positive}

@DATA
'little skeptical first buying phone amazon got price 499 brand new sealed couldnt happier phone course running ios 7 straight box touch id probably best thing ever youre debating whether get 5c 5s definitely spend little 5s totally worth camera great extremely fast extremely clear new options like slomo effect fun play dual tone flash takes mobile picture taking whole level best camera phone market take someone galaxy note 2 samsung galaxy s3 screen size something people might want look extremely big hands would say go store try see well operate definitely one handable meaning use one hand ever stretch resolution crystal clear doubt although phone 12 ghz blazing fast 64 bit play heavy games like gta ever freeze even lots apps running background battery life expected dealing apple one thing noticed standby times incredibly great go sleep phone 100 wake 99 sometimes still 100 phone droppable youll lucky moments drop doesnt shatter falls high hard wrong angle screen gone though ive mine month havent cracked always keep case invest something protective like speck case otterbox generics',positive
'screen messed lighting bad',negative
'great phone att apps rampant cant access contacts without att trying save cloud update att changed removed items including apn assigned',positive
'received phone perfect condition working excellently country',positive
'love love love',positive
'good cell phone',positive
'wasnt good fit looking',negative
'good venezuela con movistar',positive
'cheap phone',negative
'excelente',positive
'perfectthanks',positive
'happy phone far',positive
'works like charmit replace motorola moto g without 4g lte loved 32 gb microcard installed give lot memory datai happy purchase',positive
'glitches freezes lot useing espeacially texting',negative
'im happy',positive
'low cost good value phone works smoothly common use apps',positive
'received phone today bit nervous purchasing generic phone htc owner several years decided renew contract switch net10 months ago shortly thereafter damaged htc one x beyond reasonable fixso began shop smartphones features similar used generally shocked pricing ended ordering phoneafter putting sim card device worked immediately network display wonderful camera seems average issues apn settings downloaded net10 app walks set time tell comes battery lifemy complaint thus far doesnt seem option swype using keyboard big complaint havent looked app fix yet may oneall looks good phone pricepoint',positive
